date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points
2020-01-05,representative,,VA,Elaine Luria,Joe Biden,D,https://www.inquirer.com/news/joe-biden-endorsement-chrissy-houlahan-conor-lamb-pennsylvania-swing-districts-democrats-primary-2020-20200106.html,,Representatives,,2,3
2020-01-05,representative,,PA,Conor Lamb,Joe Biden,D,https://www.inquirer.com/news/joe-biden-endorsement-chrissy-houlahan-conor-lamb-pennsylvania-swing-districts-democrats-primary-2020-20200106.html,,Representatives,,17,3
2020-01-05,representative,,PA,Chrissy Houlahan,Joe Biden,D,https://www.inquirer.com/news/joe-biden-endorsement-chrissy-houlahan-conor-lamb-pennsylvania-swing-districts-democrats-primary-2020-20200106.html,,Representatives,,6,3
2020-01-06,Former 2020 candidate,,TX,Julian Castro,Elizabeth Warren,D,https://twitter.com/JulianCastro/status/1214188178686525440,,Candidates who have dropped out,,,5
2020-01-08,DNC member,,MO,Megan E. Green,Bernie Sanders,D,https://twitter.com/MeganEllyia/status/1215008411861037056?s=20,,DNC members,,,1
2020-01-09,DNC member,,NH,Martha Fuller Clark,Joe Biden,D,https://twitter.com/AdamSextonWMUR/status/1215305477992730624,,DNC members,,,1
2020-01-09,DNC member,,NV,Allison A. Stephens,Elizabeth Warren,D,https://twitter.com/meganmesserly/status/1215318274952454144,,DNC members,,,1
2020-01-09,mayor,Long Beach,CA,Robert Garcia,Joe Biden,D,https://www.presstelegram.com/2020/01/09/mayor-robert-garcia-endorses-joe-biden-ahead-of-planned-visit-to-long-beach/,37,Mayors,,,3
2020-01-09,mayor,Los Angeles,CA,Eric Garcetti,Joe Biden,D,https://www.latimes.com/politics/story/2020-01-09/eric-garcetti-endorses-joe-biden-for-president,1,Mayors,,,3
2020-01-10,DNC member,,CA,Alexandra Gallardo Rooker,Michael Bloomberg,D,https://apnews.com/f29d38b451889b7df31eadebf1eca6fa,,DNC members,,,1
2020-01-13,DNC member,,TX,Henry R Muñoz III,Joe Biden,D,https://blog.4president.org/2020/2020/01/joe-biden-endorsed-by-chair-of-the-texas-house-democratic-caucus-chris-turner.html,,DNC members,,,1
2020-01-13,attorney general,,IA,Tom Miller,Joe Biden,D,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2020/01/13/iowa-attorney-general-tom-miller-endorses-joe-biden-president-2020-iowa-caucuses/4449485002/,71,Statewide officeholders,,,2
2020-01-13,representative,,TX,Colin Allred,Joe Biden,D,https://www.dallasnews.com/news/politics/2020/01/13/congressman-colin-allred-backs-joe-biden-for-president-in-front-of-dallas-visit/,,Representatives,,32,3
2020-01-13,representative,,NY,Sean Patrick Maloney,Joe Biden,D,https://www.recordonline.com/news/20200113/maloney-endorses-biden-for-president,,Representatives,,18,3
2020-01-14,representative,,TX,Joaquin Castro,Elizabeth Warren,D,https://twitter.com/BenjaminEW/status/1217114150087860229,,Representatives,,20,3
2020-01-14,representative,,NJ,Tom Malinowski,Joe Biden,D,https://www.insidernj.com/malinowski-endorses-joe-biden/,,Representatives,,7,3
2020-01-16,representative,,WI,Mark Pocan,Bernie Sanders,D,https://apnews.com/7c6799ee5425569a3765f9f75f9b0577,,Representatives,,2,3
2020-01-17,lieutenant governor,,CT,Susan Bysiewicz,Joe Biden,D,https://www.courant.com/opinion/op-ed/hc-op-bysiewicz-biden-president-0117-20200117-6skxljgsnnfa7ka5zv5xdkwkeu-story.html,30,Statewide officeholders,,,2
2020-01-17,representative,,AL,Terri A. Sewell,Joe Biden,D,https://www.politico.com/news/2020/01/17/terri-sewell-endorses-joe-biden-alabama-100298,,Representatives,,7,3
2020-01-18,minority leader,,IA,Janet Petersen,Elizabeth Warren,D,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2020/01/18/iowa-senate-leader-janet-petersen-endorses-elizabeth-warren/4512187002/,,State legislative leaders,Senate,,2
2020-01-19,representative,,WA,Pramila Jayapal,Bernie Sanders,D,https://www.washingtonpost.com/politics/rep-jayapal-a-leading-liberal-endorses-sanders-for-president/2020/01/19/d1bdb3c0-3a35-11ea-bb7b-265f4554af6d_story.html,,Representatives,,7,3
2020-01-21,DNC member,,TX,Jose R. Rodriguez,Elizabeth Warren,D,https://www.texastribune.org/2020/01/21/elizabeth-warren-backed-texas-lawmakers-who-endorsed-orourke-castro/,,DNC members,,,1
2020-01-21,DNC member,,NH,Kathleen Sullivan,Elizabeth Warren,D,https://twitter.com/NicoleSganga/status/1219741673942671361,,DNC members,,,1
2020-01-21,DNC member,,IA,Sandy Opstvedt,Joe Biden,D,https://twitter.com/PaigeGodden/status/1219619330863833088,,DNC members,,,1
2020-01-21,speaker pro tem,,TX,Joe Moody,Elizabeth Warren,D,https://www.texastribune.org/2020/01/21/elizabeth-warren-backed-texas-lawmakers-who-endorsed-orourke-castro/,,State legislative leaders,House,,2
2020-01-21,representative,,NJ,Donald Payne Jr.,Joe Biden,D,https://www.politico.com/news/2020/01/21/biden-endorsement-four-black-lawmakers-101773,,Representatives,,10,3
2020-01-21,representative,,GA,Sanford D. Bishop Jr.,Joe Biden,D,https://www.politico.com/news/2020/01/21/biden-endorsement-four-black-lawmakers-101773,,Representatives,,2,3
2020-01-21,representative,,FL,Frederica Wilson,Joe Biden,D,https://www.politico.com/news/2020/01/21/biden-endorsement-four-black-lawmakers-101773,,Representatives,,24,3
2020-01-21,representative,,FL,Alcee L. Hastings,Joe Biden,D,https://www.politico.com/news/2020/01/21/biden-endorsement-four-black-lawmakers-101773,,Representatives,,20,3
2020-01-21,mayor,Riverside,CA,Rusty Bailey,Michael Bloomberg,"",https://www.politico.com/states/california/story/2020/01/20/bloomberg-picks-up-crowd-of-new-california-endorsements-1253020,63,Mayors,,,3
2020-01-22,mayor,Sacramento,CA,Darrell Steinberg,Joe Biden,D,https://www.sacbee.com/news/politics-government/capitol-alert/article239498343.html,33,Mayors,,,3
2020-01-23,DNC member,,NH,William H. Shaheen,Joe Biden,D,https://www.wmur.com/article/nh-primary-source-bill-shaheen-leads-group-of-longtime-nh-democratic-leaders-backing-biden/30634779,,DNC members,,,1
2020-01-24,president,,CO,Leroy Garcia,Joe Biden,D,https://blog.4president.org/2020/2020/01/biden-for-president-announces-colorado-leadership-council-and-endorsement-of-more-than-20-colorado-l.html,,State legislative leaders,Senate,,2
2020-01-25,representative,,IA,Cindy Axne,Joe Biden,D,https://www.nytimes.com/2020/01/25/us/politics/joe-biden-cindy-axne-iowa.html,,Representatives,,3,3
2020-01-26,DNC member,,IA,Mark Smith,Joe Biden,D,https://blog.4president.org/2020/2020/01/iowa-state-representative-mark-smith-endorses-joe-biden-for-president.html,,DNC members,,,1
2020-01-27,representative,,MA,Seth Moulton,Joe Biden,D,https://www.wsj.com/articles/rep-seth-moulton-endorses-joe-biden-for-president-11580121001,,Representatives,,6,3
2020-01-28,commissioner of labor and industries,,OR,Val Hoyle,Elizabeth Warren,D,https://www.oregonlive.com/politics/2020/01/elizabeth-warren-showcases-potential-oregon-strength-announces-endorsement-of-house-speaker-tina-kotek-others.html,176,Statewide officeholders,,,2
2020-01-28,speaker,,OR,Tina Kotek,Elizabeth Warren,D,https://www.oregonlive.com/politics/2020/01/elizabeth-warren-showcases-potential-oregon-strength-announces-endorsement-of-house-speaker-tina-kotek-others.html,,State legislative leaders,House,,2
2020-01-28,representative,,NC,Alma Adams,Joe Biden,D,https://www.newsobserver.com/news/politics-government/election/article239678638.html,,Representatives,,12,3
2020-01-29,representative,,IL,Bradley Schneider,Joe Biden,D,https://chicago.suntimes.com/politics/2020/1/29/21113537/joe-biden-brad-schneider-endorse-democratic-presidential-primary-congress-house,,Representatives,,10,3
2020-01-31,representative,,UT,Ben McAdams,Michael Bloomberg,D,https://twitter.com/JTHVerhovek/status/1223214717151449089,,Representatives,,4,3
2020-01-31,former DNC chair,,MA,Paul Kirk,Joe Biden,D,https://blog.4president.org/2020/2020/01/senator-paul-kirk-congressman-bill-delahunt-and-leaders-from-massachusetts-endorse-joe-biden.html,,Former party leaders,,,5
2020-02-01,representative,,CA,Linda Sánchez,Amy Klobuchar,D,https://twitter.com/KyungLahCNN/status/1223649039843037185,,Representatives,,38,3
2020-02-02,representative,,IL,Danny K. Davis,Joe Biden,D,https://twitter.com/JTHVerhovek/status/1224001594787794950,,Representatives,,7,3
2020-02-03,DNC member,,CA,Rion J. Ramirez,Elizabeth Warren,D,https://twitter.com/RionRamirez/status/1224475325830070272,,DNC members,,,1
2020-02-04,DNC member,,MS,Will Colom,Michael Bloomberg,D,https://www.clarionledger.com/story/opinion/columnists/2020/02/04/mike-bloomberg-helping-mississippi-create-tech-economy/4648017002/,,DNC members,,,1
2020-02-04,state comptroller,,CT,Kevin Lembo,Elizabeth Warren,D,https://www.ctpost.com/opinion/article/Opinion-Lembo-endorses-Warren-for-president-15026342.php,34,Statewide officeholders,,,2
2020-02-04,secretary of state,,CA,Alex Padilla,Joe Biden,D,https://twitter.com/IsaacDovere/status/1224673840808300545,20,Statewide officeholders,,,2
2020-02-04,minority leader,,AR,Fredrick Love,Joe Biden,D,https://blog.4president.org/2020/2020/02/arkansas-leaders-and-state-legislators-back-joe-biden-for-president.html,,State legislative leaders,House,,2
2020-02-06,DNC member,,RI,Grace Diaz,Joe Biden,D,https://blog.4president.org/2020/2020/02/ahead-of-new-hampshire-primary-joe-biden-picks-up-rhode-island-endorsements.html,,DNC members,,,1
2020-02-06,representative,,ME,Jared Golden,Michael Bennet,D,https://www.politico.com/news/2020/02/06/bennet-endorsement-golden-111187,,Representatives,,2,3
2020-02-06,mayor,Indianapolis,IN,Joe Hogsett,Pete Buttigieg,D,https://twitter.com/justinlmack/status/1225463835907235841,15,Mayors,,,3
2020-02-08,minority leader,,AL,Bobby Singleton,Michael Bloomberg,D,https://www.al.com/news/2020/02/democratic-presidential-candidate-mike-bloomberg-campaigns-in-alabama.html,,State legislative leaders,Senate,,2
2020-02-10,president,,NH,Donna Soucy,Joe Biden,D,https://twitter.com/DonnaSoucy/status/1226864734605103104,,State legislative leaders,Senate,,2
2020-02-11,Democratic caucus chairman,,LA,Troy Carter Sr.,Joe Biden,D,https://blog.4president.org/2020/2020/02/joe-biden-picks-up-twelve-endorsements-from-louisiana-state-legislators.html,,State legislative leaders,Senate,,2
2020-02-12,DNC member,,SC,Gilda Cobb-Hunter,Tom Steyer,D,https://twitter.com/MegKinnardAP/status/1227594597469237248,,DNC members,,,1
2020-02-12,speaker,,RI,Nicholas Mattiello,Amy Klobuchar,D,https://twitter.com/mattholt33/status/1227664600604315648,,State legislative leaders,House,,2
2020-02-13,lieutenant governor,,CA,Eleni Kounalakis,Pete Buttigieg,D,https://twitter.com/JTHVerhovek/status/1227941426861936646,19,Statewide officeholders,,,2
2020-02-14,DNC member,,UT,Jenny Wilson,Pete Buttigieg,D,https://www.deseret.com/utah/2020/2/14/21137019/pete-buttigieg-utah-democratic-presidential-salt-lake-county-mayor-jenny-wilson-ted-wilson,,DNC members,,,1
2020-02-14,representative,,NV,Steven A. Horsford,Joe Biden,D,https://apnews.com/17665c6477d7fb85ac6b9422da8edd0e,,Representatives,,4,3
2020-02-14,Former 2020 candidate,,NY,Bill de Blasio,Bernie Sanders,D,https://twitter.com/ryanobles/status/1228445736137842689,,Candidates who have dropped out,,,5
2020-02-16,lieutenant governor,,NV,Kate Marshall,Joe Biden,D,https://apnews.com/bcaf7f5eb3b26982bb33a574c70edd46,129,Statewide officeholders,,,2
2020-02-16,state comptroller,,MD,Peter Franchot,Amy Klobuchar,D,https://www.facebook.com/peterfranchot/posts/2485213434916027,94,Statewide officeholders,,,2
2020-02-17,DNC member,,TX,Celina Vasquez,Elizabeth Warren,D,https://twitter.com/patricksvitek/status/1229460276581457921,,DNC members,,,1
2020-02-17,mayor,Tucson,AZ,Regina Romero,Elizabeth Warren,D,https://tucson.com/news/local/tucson-mayor-regina-romero-endorses-elizabeth-warren-for-president/article_e91292db-06b2-59bb-983f-f370fc358315.html,31,Mayors,,,3
2020-02-19,representative,,TX,Sylvia R. Garcia,Joe Biden,D,https://twitter.com/GarrettHaake/status/1230154883145203713,,Representatives,,29,3
2020-02-20,lieutenant governor,,WA,Cyrus Habib,Pete Buttigieg,D,https://twitter.com/RachelAPOly/status/1230615712651071489,214,Statewide officeholders,,,2
2020-02-20,majority leader,,VA,Richard Saslaw,Joe Biden,D,https://blog.4president.org/2020/2020/02/joe-biden-picks-up-more-than-30-endorsements-from-leaders-in-virginia.html,,State legislative leaders,Senate,,2
2020-02-20,representative,,IL,"Jesus ""Chuy"" Garcia",Bernie Sanders,D,https://chicago.suntimes.com/politics/2020/2/20/21137639/bernie-sanders-jesus-chuy-garcia-endorses-democratic-presidential-nomination,,Representatives,,4,3
2020-02-21,state auditor,,MA,Suzanne Bump,Elizabeth Warren,D,https://www.bostonherald.com/2020/02/21/bernie-sanders-elizabeth-warren-lead-umass-lowell-massachusetts-poll-as-campaigns-ramp-up-for-super-tuesday/,99,Statewide officeholders,,,2
2020-02-21,president pro tem,,CA,Toni Atkins,Pete Buttigieg,D,https://twitter.com/DannyEFreeman/status/1230885072108048385,,State legislative leaders,Senate,,2
2020-02-23,Former 2020 candidate,,CA,Marianne Williamson,Bernie Sanders,D,https://twitter.com/rubycramer/status/1231718164700028928,,Candidates who have dropped out,,,5
2020-02-24,minority leader,,NC,Darren Jackson,Michael Bloomberg,D,https://blog.4president.org/2020/2020/02/north-carolina-senate-and-house-democratic-leaders-five-leaders-endorse-mike-bloomberg-for-president.html,,State legislative leaders,House,,2
2020-02-24,minority leader,,NC,Dan Blue,Michael Bloomberg,D,https://blog.4president.org/2020/2020/02/north-carolina-senate-and-house-democratic-leaders-five-leaders-endorse-mike-bloomberg-for-president.html,,State legislative leaders,Senate,,2
2020-02-24,speaker,,MA,Robert DeLeo,Elizabeth Warren,D,https://www.masslive.com/politics/2020/02/as-early-voting-begins-in-massachusetts-house-speaker-robert-deleo-says-he-plans-to-cast-his-ballot-for-sen-elizabeth-warren.html,,State legislative leaders,House,,2
2020-02-25,representative,,NC,David Price,Joe Biden,D,https://www.newsobserver.com/news/politics-government/election/article240605446.html,,Representatives,,4,3
2020-02-26,DNC member,,IL,Iris Y. Martinez,Joe Biden,D,https://apnews.com/1648980ba5a85a1d8543d4cae6158cb7,,DNC members,,,1
2020-02-26,DNC member,,DC,Alexandra Chalupa,Joe Biden,D,https://twitter.com/AlexandraChalup/status/1232853143278571520,,DNC members,,,1
2020-02-26,DNC member,,CA,Maria Echaveste,Amy Klobuchar,D,https://blog.4president.org/2020/2020/02/11-california-leaders-endorse-amy-klobuchar-for-president.html,,DNC members,,,1
2020-02-26,U.S. House Democratic whip,,SC,James E. Clyburn,Joe Biden,D,https://www.postandcourier.com/politics/jim-clyburn-gives-influential-endorsement-to-joe-biden-days-before/article_45a25144-5893-11ea-ad66-07bf8a6e8bf9.html,,Current party leaders,,,10
2020-02-28,DNC member,,VA,Marc Broklawski,Joe Biden,D,https://twitter.com/leavingmymarc/status/1233490403187478533,,DNC members,,,1
2020-02-28,minority leader,,AL,Anthony Daniels,Michael Bloomberg,D,https://www.alreporter.com/2020/02/28/alabama-house-minority-leader-anthony-daniels-endorses-mike-bloomberg-for-president/,,State legislative leaders,House,,2
2020-02-28,representative,,MA,Richard E. Neal,Elizabeth Warren,D,https://twitter.com/stephanie_murr/status/1233568539598086146,,Representatives,,1,3
2020-02-28,senator,,VA,Tim Kaine,Joe Biden,D,https://www.washingtonpost.com/local/virginia-politics/sen-tim-kaine-endorses-joe-biden-before-key-primary-elections/2020/02/28/c380348a-57eb-11ea-9b35-def5a027d470_story.html,,Senators,,,6
2020-02-29,DNC member,,NY,Randi Weingarten,Elizabeth Warren,D,https://aftvoices.org/why-im-supporting-elizabeth-warren-cd30e7f6d53f,,DNC members,,,1
2020-02-29,representative,,VA,Robert C. Scott,Joe Biden,D,https://twitter.com/BobbyScott4VA3/status/1233924715640696832,,Representatives,,3,3
2020-02-29,former DNC chair,,VA,Terry McAuliffe,Joe Biden,D,https://twitter.com/mviser/status/1233908387911434240,,Former party leaders,,,5
2020-03-01,DNC member,,NC,Ray McKinnon,Bernie Sanders,D,https://twitter.com/raymackformeck/status/1234318635679834112,,DNC members,,,1
2020-03-01,DNC member,,MI,Alexis Wiley,Joe Biden,D,https://twitter.com/AlexisWileyNews/status/1234067201621028864,,DNC members,,,1
2020-03-01,secretary of state,,IL,Jesse White,Joe Biden,D,https://www.chicagotribune.com/election-2020/ct-illinois-secretary-of-state-jesse-white-joe-biden-president-20200301-gj5usjv43rc5bl4mhpkx3awt4a-story.html,59,Statewide officeholders,,,2
2020-03-01,state controller,,CA,Betty Yee,Joe Biden,D,https://twitter.com/cmarinucci/status/1234303556791881729,23,Statewide officeholders,,,2
2020-03-01,representative,,VA,Jennifer Wexton,Joe Biden,D,https://www.washingtonpost.com/local/virginia-politics/rep-wexton-endorses-joe-biden-before-virginia-primary/2020/03/01/8cf702d2-5be1-11ea-9055-5fa12981bbbf_story.html,,Representatives,,10,3
2020-03-01,representative,,VA,Don Beyer,Joe Biden,D,https://twitter.com/nielslesniewski/status/1234314104099217409,,Representatives,,8,3
2020-03-01,representative,,AZ,Greg Stanton,Joe Biden,D,https://twitter.com/KThomasDC/status/1234266398794358784,,Representatives,,9,3
2020-03-01,former DNC chair,,FL,Debbie Wasserman Schultz,Joe Biden,D,https://www.sun-sentinel.com/opinion/commentary/fl-op-com-wasserman-schultz-democratic-primary-endorsement-20200301-b2osuj5s7jek5figz3vigw3o2q-story.html,,Former party leaders,,,5
2020-03-02,DNC member,,VA,Yasmine P. Taeb,Bernie Sanders,D,https://twitter.com/YasmineTaeb/status/1234520054986924035,,DNC members,,,1
2020-03-02,DNC member,,VA,Frank Leone,Joe Biden,D,https://twitter.com/DemRulz/status/1234676847008337930,,DNC members,,,1
2020-03-02,DNC member,,VA,Steven C. Cochran,Joe Biden,D,https://blog.4president.org/2020/2020/03/virginia-house-majority-leader-charniele-herring-and-30-top-virginia-leaders-endorse-joe-biden.html,,DNC members,,,1
2020-03-02,DNC member,,OH,Mark Mallory,Joe Biden,D,https://twitter.com/gregorykorte/status/1234597389631139847,,DNC members,,,1
2020-03-02,DNC member,,CA,Ron Galperin,Joe Biden,D,https://twitter.com/ericgarcetti/status/1234681510818529280,,DNC members,,,1
2020-03-02,DNC member,,CA,Christopher Cabaldon,Joe Biden,D,https://twitter.com/mayorcabaldon/status/1234607588735475712,,DNC members,,,1
2020-03-02,minority leader,,UT,Brian King,Elizabeth Warren,D,https://kslnewsradio.com/1920335/several-local-officials-endorse-elizabeth-warren-day-before-super-tuesday/,,State legislative leaders,House,,2
2020-03-02,representative,,TX,Veronica Escobar,Joe Biden,D,https://twitter.com/PatrickSvitek/status/1234519311580090369,,Representatives,,16,3
2020-03-02,representative,,OH,Marcia L. Fudge,Joe Biden,D,https://www.cleveland.com/open/2020/03/rep-marcia-fudge-endorses-joe-biden-for-president.html,,Representatives,,11,3
2020-03-02,representative,,MN,Collin C. Peterson,Joe Biden,D,https://blog.4president.org/2020/2020/03/minnesota-congressman-collin-peterson-endorses-joe-biden-for-president.html,,Representatives,,7,3
2020-03-02,representative,,CA,Gil Cisneros,Joe Biden,D,https://www.politico.com/newsletters/california-playbook/2020/03/02/siebel-newsom-backs-warren-bidens-sc-win-a-ray-of-hope-in-ca-bernies-big-final-push-in-ca-willie-brown-for-bloomberg-guiliani-on-a-mission-in-fresno-boxer-yee-and-cisneros-for-biden-buttigieg-out-488449,,Representatives,,39,3
2020-03-02,representative,,CA,Jerry McNerney,Joe Biden,D,https://blog.4president.org/2020/2020/03/california-congressman-jerry-mcnerney-endorses-joe-biden-for-president.html,,Representatives,,9,3
2020-03-02,mayor,Denver,CO,Michael Hancock,Joe Biden,D,https://twitter.com/JonMurray/status/1234497346785947648,18,Mayors,,,3
2020-03-02,mayor,Austin,TX,Steve Adler,Joe Biden,D,https://www.statesman.com/news/20200302/mayor-adler-endorses-joe-biden,10,Mayors,,,3
2020-03-02,former U.S. Senate majority leader,,NV,Harry Reid,Joe Biden,D,https://www.latimes.com/politics/story/2020-03-02/joe-biden-endorsements-harry-reid-klobuchar,,Former party leaders,,,5
2020-03-02,former DNC chair,,CO,Roy Romer,Joe Biden,D,https://blog.4president.org/2020/2020/03/more-colorado-leaders-endorse-joe-biden.html,,Former party leaders,,,5
2020-03-02,Former 2020 candidate,,TX,Beto O'Rourke,Joe Biden,D,https://twitter.com/Robillard/status/1234638766519783425,,Candidates who have dropped out,,,5
2020-03-02,Former 2020 candidate,,IN,Pete Buttigieg,Joe Biden,D,https://twitter.com/JTHVerhovek/status/1234640763448909824,,Candidates who have dropped out,,,5
2020-03-02,senator,,MN,Amy Klobuchar,Joe Biden,D,https://twitter.com/amandawgolden/status/1234547029788876803,,Senators,,,6
2020-03-02,senator,,IL,Tammy Duckworth,Joe Biden,D,https://chicago.suntimes.com/2020/3/2/21161373/tammy-duckworth-joe-biden-endorsement-democratic-presidential-nomination,,Senators,,,6
2020-03-03,DNC member,,OK,Joshua B. Harris-Till,Elizabeth Warren,D,https://twitter.com/JHarrisTill/status/1234887076509888514,,DNC members,,,1
2020-03-03,minority leader,,TN,Karen Camper,Joe Biden,D,https://blog.4president.org/2020/2020/03/tennessee-state-house-democratic-leader-karen-camper-endorses-joe-biden.html,,State legislative leaders,House,,2
2020-03-03,president,,RI,Dominick Ruggerio,Joe Biden,D,https://twitter.com/IanDon/status/1234898499709341702,,State legislative leaders,Senate,,2
2020-03-03,speaker,,ME,Sara Gideon,Joe Biden,D,https://bangordailynews.com/2020/03/03/politics/sara-gideon-supports-joe-biden-in-maine-presidential-primary/,,State legislative leaders,House,,2
2020-03-03,representative,,VA,Abigail Spanberger,Joe Biden,D,https://twitter.com/SpanbergerVA07/status/1234992293993537539,,Representatives,,7,3
2020-03-03,representative,,MS,Bennie G. Thompson,Joe Biden,D,https://twitter.com/scottwongDC/status/1234826693719842817,,Representatives,,2,3
2020-03-03,representative,,CA,Jim Costa,Joe Biden,D,https://blog.4president.org/2020/2020/03/california-congressman-jim-costa-endorses-joe-biden-for-president.html,,Representatives,,16,3
2020-03-04,DNC member,,WI,Khary Penebaker,Joe Biden,D,https://twitter.com/kharyp/status/1235229362640883712,,DNC members,,,1
2020-03-04,DNC member,,DC,Jack Evans,Joe Biden,D,https://dcist.com/story/20/03/04/jack-evans-will-be-a-superdelegate-this-year-whether-democratic-party-officials-like-it-or-not/,,DNC members,,,1
2020-03-04,DNC member,,CA,Amy Elaine Wakeland,Joe Biden,D,https://www.hollywoodreporter.com/rambling-reporter/biden-talks-trump-super-tuesday-front-dicaprio-at-sherry-lansing-hosted-fundraiser-1282650,,DNC members,,,1
2020-03-04,minority leader,,SC,J. Todd Rutherford,Joe Biden,D,https://twitter.com/jslovegrove/status/1235266941260091392,,State legislative leaders,House,,2
2020-03-04,minority leader,,AZ,David Bradley,Joe Biden,D,https://twitter.com/Bradley4AZ/status/1235238486887694336,,State legislative leaders,Senate,,2
2020-03-04,representative,,NY,Kathleen Rice,Joe Biden,D,https://twitter.com/KathleenRice/status/1235303553356398599,,Representatives,,4,3
2020-03-04,representative,,NJ,Andy Kim,Joe Biden,D,https://blog.4president.org/2020/2020/03/new-jersey-congressman-andy-kim-endorses-joe-biden-for-president.html,,Representatives,,3,3
2020-03-04,representative,,IL,Bill Foster,Joe Biden,D,https://blog.4president.org/2020/2020/03/illinois-members-of-congress-mike-quigley-robin-kelly-and-bill-foster-endorse-joe-biden-for-presiden.html,,Representatives,,11,3
2020-03-04,representative,,IL,Mike Quigley,Joe Biden,D,https://blog.4president.org/2020/2020/03/illinois-members-of-congress-mike-quigley-robin-kelly-and-bill-foster-endorse-joe-biden-for-presiden.html,,Representatives,,5,3
2020-03-04,representative,,IL,Robin Kelly,Joe Biden,D,https://blog.4president.org/2020/2020/03/illinois-members-of-congress-mike-quigley-robin-kelly-and-bill-foster-endorse-joe-biden-for-presiden.html,,Representatives,,2,3
2020-03-04,representative,,FL,Ted Deutch,Joe Biden,D,https://www.palmbeachpost.com/news/20200304/exclusive-ted-deutch-pivots-from-mike-bloomberg-to-joe-biden,,Representatives,,22,3
2020-03-04,representative,,FL,Lois Frankel,Joe Biden,D,https://blog.4president.org/2020/2020/03/florida-congresswomen-kathy-castor-and-lois-frankel-endorse-joe-biden.html,,Representatives,,21,3
2020-03-04,representative,,FL,Kathy Castor,Joe Biden,D,https://blog.4president.org/2020/2020/03/florida-congresswomen-kathy-castor-and-lois-frankel-endorse-joe-biden.html,,Representatives,,14,3
2020-03-04,mayor,St. Louis,MO,Lyda Krewson,Joe Biden,D,https://twitter.com/LydaKrewson/status/1235241828762472448,58,Mayors,,,3
2020-03-04,mayor,Raleigh,NC,Mary-Ann Baldwin,Joe Biden,D,https://twitter.com/sarahsholder/status/1235375537259827201,39,Mayors,,,3
2020-03-04,mayor,Louisville,KY,Greg Fischer,Joe Biden,D,https://www.courier-journal.com/story/news/politics/metro-government/2020/03/04/election-2020-louisville-mayor-greg-fischer-endorses-joe-biden/4951625002/,27,Mayors,,,3
2020-03-04,mayor,San Jose,CA,Sam Liccardo,Joe Biden,D,https://twitter.com/sliccardo/status/1235349137442443264,9,Mayors,,,3
2020-03-04,Former 2020 candidate,,NY,Michael Bloomberg,Joe Biden,D,https://twitter.com/NYTnickc/status/1235221596203294723,,Candidates who have dropped out,,,5
2020-03-04,senator,,AZ,Kyrsten Sinema,Joe Biden,D,https://www.12news.com/article/news/politics/sen-kyrsten-sinema-endorses-joe-biden-in-democratic-presidential-race/75-7651d43f-1536-428b-83b8-3291d95a722e,,Senators,,,6
2020-03-04,governor,,RI,Gina Raimondo,Joe Biden,D,https://www.wpri.com/news/politics/raimondo-backs-biden-after-bloomberg-drops-out/,,Governors,,,8
2020-03-05,representative,,PA,Madeleine Dean,Joe Biden,D,https://www.inquirer.com/news/madeleine-dean-endorses-joe-biden-2020-pennsylvania-primary-20200305.html,,Representatives,,4,3
2020-03-05,representative,,NH,Ann Kuster,Joe Biden,D,https://twitter.com/DanielStrauss4/status/1235539624409346048,,Representatives,,2,3
2020-03-05,representative,,MI,Brenda Lawrence,Joe Biden,D,https://blog.4president.org/2020/2020/03/michigan-congresswomen-elissa-slotkin-haley-stevens-and-brenda-lawrence-endorse-joe-biden.html,,Representatives,,14,3
2020-03-05,representative,,MI,Haley Stevens,Joe Biden,D,https://blog.4president.org/2020/2020/03/michigan-congresswomen-elissa-slotkin-haley-stevens-and-brenda-lawrence-endorse-joe-biden.html,,Representatives,,11,3
2020-03-05,representative,,MI,Elissa Slotkin,Joe Biden,D,https://twitter.com/ElissaSlotkin/status/1235672816906907651,,Representatives,,8,3
2020-03-05,representative,,MD,David Trone,Joe Biden,D,https://www.baltimoresun.com/politics/bs-md-pol-ruppersberger-trone-endorse-biden-20200305-3zpnt23irjak7jj3hzp52jzs3e-story.html,,Representatives,,6,3
2020-03-05,representative,,MD,Anthony Brown,Joe Biden,D,https://twitter.com/DanielStrauss4/status/1235539624409346048,,Representatives,,4,3
2020-03-05,representative,,MD,C. A. Dutch Ruppersberger,Joe Biden,D,https://www.baltimoresun.com/politics/bs-md-pol-ruppersberger-trone-endorse-biden-20200305-3zpnt23irjak7jj3hzp52jzs3e-story.html,,Representatives,,2,3
2020-03-05,representative,,IL,Sean Casten,Joe Biden,D,https://twitter.com/lynnsweet/status/1235627206753136641,,Representatives,,6,3
2020-03-05,representative,,FL,Val Demings,Joe Biden,D,https://twitter.com/alexburnsNYT/status/1235541506670424064,,Representatives,,10,3
2020-03-05,representative,,CA,Susan Davis,Joe Biden,D,https://timesofsandiego.com/politics/2020/03/05/san-diegos-longest-serving-congress-member-endorses-biden-for-president/,,Representatives,,53,3
